rowname,geometry,selected
2088,"c(13.85605, 48.75529)",FALSE
578,"c(13.70833, 47.575)",TRUE
1480,"c(13.70967, 47.11605)",TRUE
1483,"c(13.74365, 47.06559)",TRUE
1651,"c(13.74365, 47.06559)",FALSE
1650,"c(13.74307, 47.06434)",TRUE
1648,"c(13.70967, 47.11605)",FALSE
1481,"c(13.74278, 46.72016)",TRUE
1482,"c(13.74307, 47.06434)",FALSE
1649,"c(13.74278, 46.72016)",FALSE
1624,"c(13.27504, 47.18904)",TRUE
1463,"c(13.27504, 47.18904)",FALSE
1063,"c(13.29167, 47.475)",TRUE
1062,"c(13.29167, 47.475)",FALSE
1618,"c(13.24346, 46.57246)",TRUE
1461,"c(13.24346, 46.57246)",FALSE
1069,"c(13.29167, 47.475)",FALSE
1061,"c(13.29167, 47.475)",FALSE
1070,"c(13.29167, 47.475)",TRUE
1065,"c(13.29167, 47.475)",TRUE
1067,"c(13.29167, 47.475)",FALSE
1059,"c(13.29167, 47.475)",FALSE
1072,"c(13.29167, 47.475)",TRUE
1064,"c(13.29167, 47.475)",TRUE
1066,"c(13.29167, 47.475)",TRUE
1057,"c(13.29167, 47.475)",FALSE
1060,"c(13.29167, 47.475)",TRUE
2361,"c(13.23514, 46.98327)",TRUE
1454,"c(13.16782, 47.11461)",FALSE
1609,"c(13.16782, 47.11461)",FALSE
1612,"c(13.16824, 47.11549)",TRUE
1602,"c(13.16988, 46.96542)",FALSE
1457,"c(13.16824, 47.11549)",FALSE
1448,"c(13.16774, 46.96612)",FALSE
1246,"c(13.16703, 46.76816)",FALSE
207,"c(13.16703, 46.76816)",TRUE
1608,"c(13.16727, 47.06675)",TRUE
1603,"c(13.16774, 46.96612)",TRUE
1453,"c(13.16727, 47.06675)",FALSE
1447,"c(13.16988, 46.96542)",FALSE
1444,"c(13.16994, 46.79364)",FALSE
1599,"c(13.16994, 46.79364)",TRUE
1450,"c(13.17002, 46.96859)",TRUE
1605,"c(13.17002, 46.96859)",FALSE
1632,"c(13.41584, 46.79523)",FALSE
2186,"c(13.41562, 47.51709)",TRUE
1472,"c(13.41584, 46.79523)",TRUE
2647,"c(13.42222, 47.89839)",TRUE
2174,"c(13.41428, 47.66014)",TRUE
2177,"c(13.40683, 47.65972)",TRUE
2176,"c(13.40683, 47.65972)",FALSE
2190,"c(13.41203, 47.51517)",TRUE
2183,"c(13.41394, 47.52025)",TRUE
2184,"c(13.41394, 47.52025)",TRUE
2181,"c(13.44274, 47.53507)",TRUE
2167,"c(13.4393, 47.65493)",FALSE
2182,"c(13.44274, 47.53507)",TRUE
1211,"c(13.45718, 47.85876)",TRUE
2204,"c(13.44606, 47.55872)",TRUE
2162,"c(13.43803, 47.45609)",TRUE
2173,"c(13.42367, 47.66232)",FALSE
2161,"c(13.42591, 47.43689)",FALSE
2160,"c(13.42591, 47.43689)",TRUE
1629,"c(13.38343, 47.38511)",TRUE
1466,"c(13.31024, 46.84321)",TRUE
1626,"c(13.31024, 46.84321)",FALSE
1068,"c(13.29167, 47.475)",FALSE
1071,"c(13.29167, 47.475)",FALSE
1074,"c(13.29167, 47.475)",TRUE
1058,"c(13.29167, 47.475)",FALSE
1073,"c(13.29167, 47.475)",FALSE
2326,"c(13.35877, 47.63654)",TRUE
1471,"c(13.38335, 47.55872)",TRUE
1470,"c(13.38343, 47.38511)",FALSE
1630,"c(13.38335, 47.55872)",FALSE
222,"c(13.375, 47.875)",TRUE
2335,"c(13.36572, 47.63315)",TRUE
2334,"c(13.35947, 47.65664)",TRUE
220,"c(13.375, 47.875)",TRUE
1325,"c(10.66555, 47.11053)",FALSE
1693,"c(10.66555, 47.11053)",TRUE
1692,"c(10.666, 47.10844)",TRUE
2168,"c(10.68464, 47.11511)",TRUE
1324,"c(10.666, 47.10844)",FALSE
1322,"c(10.63456, 47.08446)",FALSE
1318,"c(10.60404, 46.95764)",TRUE
1667,"c(10.60404, 46.95764)",FALSE
1688,"c(10.63456, 47.08446)",TRUE
2175,"c(10.69805, 47.44912)",TRUE
1713,"c(10.73491, 47.20982)",FALSE
1336,"c(10.73491, 47.20982)",TRUE
1334,"c(10.73821, 47.13509)",FALSE
1709,"c(10.73821, 47.13509)",TRUE
1695,"c(10.70602, 47.06009)",FALSE
1328,"c(10.69924, 47.18275)",FALSE
1700,"c(10.69924, 47.18275)",TRUE
1696,"c(10.70344, 47.15828)",TRUE
1326,"c(10.70602, 47.06009)",TRUE
1327,"c(10.70344, 47.15828)",FALSE
1319,"c(10.59488, 47.10564)",FALSE
1654,"c(10.48331, 47.13055)",FALSE
1311,"c(10.48331, 47.13055)",TRUE
1310,"c(10.486, 47.12909)",TRUE
1655,"c(10.48612, 47.13085)",FALSE
1652,"c(10.486, 47.12909)",FALSE
1306,"c(10.43426, 47.35209)",FALSE
1305,"c(10.41068, 47.12857)",TRUE
1640,"c(10.41068, 47.12857)",FALSE
1639,"c(10.41294, 47.12559)",FALSE
1644,"c(10.43426, 47.35209)",TRUE
1304,"c(10.41294, 47.12559)",TRUE
1312,"c(10.48612, 47.13085)",TRUE
1676,"c(10.58868, 47.20632)",FALSE
1320,"c(10.58868, 47.20632)",TRUE
1672,"c(10.59488, 47.10564)",TRUE
1315,"c(10.52895, 46.98076)",TRUE
1727,"c(11.20432, 47.19358)",FALSE
1352,"c(11.20432, 47.19358)",TRUE
1353,"c(11.20466, 47.19495)",TRUE
1354,"c(11.20792, 47.21915)",FALSE
1728,"c(11.20466, 47.19495)",FALSE
1731,"c(11.20265, 47.24508)",TRUE
1182,"c(11.16281, 47.34338)",TRUE
1355,"c(11.20265, 47.24508)",FALSE
1730,"c(11.20792, 47.21915)",TRUE
1734,"c(11.35481, 47.17233)",TRUE
1356,"c(11.32335, 47.07337)",TRUE
1360,"c(11.35481, 47.17233)",FALSE
1736,"c(11.38774, 47.1985)",FALSE
1362,"c(11.38774, 47.1985)",TRUE
1732,"c(11.32335, 47.07337)",FALSE
1351,"c(11.20909, 47.19304)",TRUE
1726,"c(11.20909, 47.19304)",FALSE
1358,"c(11.31819, 47.12235)",TRUE
1357,"c(11.31868, 47.12185)",TRUE
1733,"c(11.31868, 47.12185)",FALSE
2170,"c(11.10686, 47.2004)",FALSE
1544,"c(10.79167, 47.475)",TRUE
1180,"c(10.79517, 47.45609)",TRUE
1330,"c(10.74508, 46.98634)",FALSE
1706,"c(10.74261, 47.03567)",TRUE
1333,"c(10.74261, 47.03567)",FALSE
1705,"c(10.74488, 46.98794)",FALSE
1704,"c(10.74508, 46.98634)",TRUE
1331,"c(10.74488, 46.98794)",TRUE
1720,"c(10.94879, 47.26293)",FALSE
2171,"c(11.10633, 47.20102)",TRUE
2169,"c(11.10686, 47.2004)",TRUE
2172,"c(11.10633, 47.20102)",TRUE
1722,"c(11.03294, 47.06699)",FALSE
1344,"c(10.95096, 47.26311)",TRUE
1343,"c(10.94879, 47.26293)",FALSE
1721,"c(10.95096, 47.26311)",FALSE
1346,"c(11.03294, 47.06699)",TRUE
963,"c(10.95833, 47.275)",TRUE
2458,"c(9.875, 47.025)",FALSE
2452,"c(9.875, 47.025)",TRUE
2460,"c(9.875, 47.025)",FALSE
2450,"c(9.875, 47.025)",FALSE
2455,"c(9.875, 47.025)",TRUE
2084,"c(9.83391, 47.39017)",TRUE
1729,"c(9.81527, 47.40869)",TRUE
2439,"c(9.86426, 47.11891)",TRUE
2453,"c(9.875, 47.025)",FALSE
2448,"c(9.875, 47.025)",TRUE
2451,"c(9.875, 47.025)",TRUE
1744,"c(9.91225, 46.98854)",FALSE
2445,"c(9.91328, 47.04702)",TRUE
1283,"c(9.91225, 46.98854)",TRUE
2454,"c(9.875, 47.025)",TRUE
2449,"c(9.875, 47.025)",TRUE
2447,"c(9.875, 47.025)",FALSE
2456,"c(9.875, 47.025)",FALSE
2457,"c(9.875, 47.025)",FALSE
2459,"c(9.875, 47.025)",FALSE
1282,"c(9.81527, 47.40869)",FALSE
1038,"c(9.70833, 47.175)",TRUE
719,"c(9.70833, 47.325)",TRUE
721,"c(9.70833, 47.325)",TRUE
718,"c(9.70833, 47.325)",TRUE
405,"c(9.70833, 47.175)",TRUE
1036,"c(9.70833, 47.175)",TRUE
1037,"c(9.70833, 47.175)",FALSE
422,"c(9.70833, 47.175)",TRUE
716,"c(9.79167, 47.525)",TRUE
2082,"c(9.78192, 47.3538)",TRUE
2441,"c(9.79167, 47.075)",TRUE
713,"c(9.79167, 47.575)",TRUE
421,"c(9.70833, 47.175)",TRUE
1296,"c(10.30929, 47.00055)",TRUE
1293,"c(10.26776, 47.12251)",TRUE
1625,"c(10.30929, 47.00055)",FALSE
1619,"c(10.26776, 47.12251)",FALSE
1295,"c(10.2635, 47.14791)",TRUE
1292,"c(10.17793, 47.36842)",TRUE
1621,"c(10.2635, 47.14791)",FALSE
1300,"c(10.38054, 47.05229)",FALSE
1157,"c(10.38239, 47.05207)",FALSE
1301,"c(10.38239, 47.05207)",TRUE
1635,"c(10.38239, 47.05207)",FALSE
1298,"c(10.38287, 47.05064)",TRUE
1631,"c(10.38287, 47.05064)",FALSE
1638,"c(10.38091, 47.07688)",FALSE
1634,"c(10.38054, 47.05229)",TRUE
1156,"c(10.38054, 47.05229)",FALSE
1299,"c(10.38069, 47.05074)",FALSE
1303,"c(10.38091, 47.07688)",FALSE
1633,"c(10.38069, 47.05074)",FALSE
1613,"c(10.17793, 47.36842)",FALSE
1287,"c(9.97796, 47.11457)",FALSE
1552,"c(9.97796, 47.11457)",TRUE
1284,"c(9.91416, 46.98975)",FALSE
1748,"c(9.91416, 46.98975)",TRUE
699,"c(9.95833, 47.125)",TRUE
700,"c(9.95833, 47.125)",TRUE
1286,"c(9.97893, 47.11535)",TRUE
1289,"c(10.04821, 47.11765)",TRUE
1291,"c(10.14677, 47.34122)",FALSE
1598,"c(10.14677, 47.34122)",TRUE
1577,"c(10.04821, 47.11765)",FALSE
1285,"c(9.98496, 47.03962)",TRUE
1547,"c(9.98496, 47.03962)",FALSE
2444,"c(10.04167, 47.075)",TRUE
399,"c(10.04167, 47.275)",TRUE
398,"c(10.04167, 47.325)",TRUE
2399,"c(12.41162, 47.24475)",TRUE
2389,"c(12.41001, 47.26854)",TRUE
2415,"c(12.41173, 47.26246)",TRUE
1397,"c(12.4121, 46.76484)",FALSE
2395,"c(12.41193, 47.24607)",TRUE
2385,"c(12.40636, 47.26357)",TRUE
2383,"c(12.40106, 47.26068)",TRUE
2414,"c(12.39936, 47.25998)",FALSE
1244,"c(12.40131, 47.45977)",TRUE
2401,"c(12.40626, 47.24196)",TRUE
2391,"c(12.40565, 47.26048)",TRUE
1768,"c(12.4121, 46.76484)",FALSE
2405,"c(12.41562, 47.20455)",TRUE
2412,"c(12.41488, 47.24268)",TRUE
2410,"c(12.41604, 47.22921)",TRUE
2403,"c(12.42088, 47.21747)",TRUE
2388,"c(12.4175, 47.25939)",TRUE
2396,"c(12.41459, 47.25875)",TRUE
2393,"c(12.41342, 47.24361)",TRUE
2392,"c(12.41342, 47.24361)",TRUE
2394,"c(12.41398, 47.25882)",TRUE
2409,"c(12.41444, 47.24281)",FALSE
2402,"c(12.41399, 47.20495)",TRUE
2397,"c(12.39886, 47.23768)",TRUE
1766,"c(12.3372, 46.8115)",FALSE
1396,"c(12.33138, 47.35983)",TRUE
1395,"c(12.3372, 46.8115)",TRUE
2387,"c(12.36789, 47.26603)",TRUE
2386,"c(12.36735, 47.26682)",TRUE
1767,"c(12.33138, 47.35983)",FALSE
1394,"c(12.25912, 47.28315)",FALSE
2390,"c(12.37352, 47.26536)",FALSE
2417,"c(12.39689, 47.25374)",FALSE
2421,"c(12.39416, 47.23096)",TRUE
2411,"c(12.39769, 47.23789)",TRUE
2406,"c(12.39813, 47.2368)",TRUE
2422,"c(12.39783, 47.23629)",TRUE
2413,"c(12.39366, 47.23713)",TRUE
2418,"c(12.37826, 47.24885)",TRUE
2420,"c(12.38052, 47.25192)",FALSE
2416,"c(12.3905, 47.25537)",TRUE
2419,"c(12.38071, 47.25288)",TRUE
1401,"c(12.55779, 46.69114)",FALSE
1550,"c(12.55779, 46.69114)",TRUE
1402,"c(12.55791, 46.69297)",FALSE
1551,"c(12.55791, 46.69297)",TRUE
1556,"c(12.55467, 46.93942)",TRUE
1558,"c(12.55441, 46.94091)",FALSE
1407,"c(12.55467, 46.93942)",FALSE
1559,"c(12.55502, 46.98908)",FALSE
1410,"c(12.55502, 46.98908)",TRUE
1553,"c(12.55834, 46.74033)",TRUE
1560,"c(12.59033, 46.91609)",TRUE
1412,"c(12.58841, 47.23695)",FALSE
1411,"c(12.59033, 46.91609)",FALSE
1565,"c(12.62621, 46.91588)",FALSE
2275,"c(12.61129, 47.3837)",TRUE
1561,"c(12.58841, 47.23695)",TRUE
2286,"c(12.57612, 47.33973)",TRUE
1403,"c(12.55834, 46.74033)",FALSE
2285,"c(12.58559, 47.35557)",TRUE
2283,"c(12.58659, 47.35531)",TRUE
1409,"c(12.55441, 46.94091)",TRUE
1398,"c(12.4464, 46.74131)",TRUE
1769,"c(12.4464, 46.74131)",FALSE
2374,"c(12.50838, 47.41025)",TRUE
2375,"c(12.51451, 47.4185)",TRUE
2407,"c(12.44412, 47.25881)",FALSE
2404,"c(12.42259, 47.22655)",TRUE
2400,"c(12.42175, 47.23105)",TRUE
2384,"c(12.42548, 47.25997)",TRUE
2408,"c(12.43928, 47.25584)",TRUE
2398,"c(12.4255, 47.2179)",TRUE
1408,"c(12.55264, 46.94071)",TRUE
2282,"c(12.54578, 47.36227)",TRUE
1557,"c(12.55264, 46.94071)",FALSE
1555,"c(12.55386, 46.91313)",TRUE
1406,"c(12.55386, 46.91313)",FALSE
2281,"c(12.54559, 47.36191)",TRUE
2276,"c(12.51878, 47.37931)",TRUE
2277,"c(12.51871, 47.37953)",FALSE
1548,"c(12.52208, 46.71765)",TRUE
2280,"c(12.54499, 47.36231)",TRUE
1399,"c(12.52208, 46.71765)",FALSE
2503,"c(11.46802, 47.20281)",TRUE
2495,"c(11.46259, 47.22052)",TRUE
1365,"c(11.50565, 47.02769)",TRUE
2494,"c(11.46244, 47.221)",FALSE
2499,"c(11.46118, 47.20131)",FALSE
2488,"c(11.46118, 47.20131)",TRUE
2477,"c(11.46164, 47.21863)",FALSE
2471,"c(11.46238, 47.21813)",TRUE
2491,"c(11.46221, 47.21978)",FALSE
1740,"c(11.50565, 47.02769)",FALSE
1777,"c(11.625, 47.575)",TRUE
2189,"c(11.70229, 47.55267)",TRUE
1775,"c(11.625, 47.575)",TRUE
1773,"c(11.625, 47.575)",TRUE
2468,"c(11.46091, 47.22152)",FALSE
2470,"c(11.44393, 47.20771)",FALSE
2464,"c(11.44312, 47.20692)",TRUE
2461,"c(11.44415, 47.20752)",TRUE
2484,"c(11.44696, 47.20362)",FALSE
2466,"c(11.44415, 47.20752)",TRUE
1363,"c(11.42821, 47.07385)",FALSE
2178,"c(11.39548, 47.14765)",TRUE
2179,"c(11.39548, 47.14765)",TRUE
1735,"c(11.39557, 47.07421)",TRUE
1738,"c(11.42821, 47.07385)",TRUE
1361,"c(11.39557, 47.07421)",FALSE
2473,"c(11.4501, 47.2086)",FALSE
2463,"c(11.45935, 47.2002)",FALSE
2474,"c(11.45875, 47.21676)",FALSE
2486,"c(11.45935, 47.2002)",TRUE
2469,"c(11.46091, 47.22152)",FALSE
2493,"c(11.46036, 47.22158)",FALSE
2465,"c(11.45761, 47.21945)",TRUE
2483,"c(11.45299, 47.20452)",TRUE
2472,"c(11.45235, 47.20905)",TRUE
2485,"c(11.45431, 47.2051)",TRUE
2480,"c(11.45452, 47.19853)",FALSE
2475,"c(11.45456, 47.20953)",TRUE
1755,"c(12.04055, 47.25478)",FALSE
1383,"c(12.04055, 47.25478)",TRUE
1756,"c(12.04111, 47.35517)",FALSE
1384,"c(12.04111, 47.35517)",TRUE
1382,"c(12.00444, 47.20713)",TRUE
1381,"c(11.96568, 47.35509)",FALSE
1754,"c(12.00444, 47.20713)",FALSE
1385,"c(12.03383, 47.45214)",FALSE
1757,"c(12.03383, 47.45214)",TRUE
1759,"c(12.07229, 47.40413)",TRUE
1761,"c(12.15254, 47.20671)",FALSE
1389,"c(12.15254, 47.20671)",TRUE
1392,"c(12.22072, 47.4068)",TRUE
1765,"c(12.25912, 47.28315)",TRUE
1763,"c(12.22072, 47.4068)",FALSE
1388,"c(12.07386, 47.40502)",FALSE
1387,"c(12.07229, 47.40413)",FALSE
1760,"c(12.07386, 47.40502)",FALSE
1753,"c(11.96568, 47.35509)",TRUE
1743,"c(11.82277, 47.35231)",FALSE
1372,"c(11.82277, 47.35231)",TRUE
2188,"c(11.72943, 47.56435)",TRUE
1771,"c(11.70833, 47.525)",TRUE
1370,"c(11.71595, 47.12779)",TRUE
2187,"c(11.71775, 47.55689)",TRUE
1742,"c(11.71595, 47.12779)",FALSE
1374,"c(11.85845, 47.30522)",TRUE
1751,"c(11.93294, 47.30331)",FALSE
1378,"c(11.93167, 47.20507)",FALSE
1379,"c(11.93294, 47.30331)",TRUE
1749,"c(11.93351, 47.20342)",TRUE
1377,"c(11.93351, 47.20342)",FALSE
1750,"c(11.93167, 47.20507)",TRUE
2185,"c(11.88478, 47.48504)",TRUE
1746,"c(11.85845, 47.30522)",FALSE
1375,"c(11.88786, 47.47564)",FALSE
1747,"c(11.88786, 47.47564)",TRUE
1489,"c(13.88867, 46.84145)",TRUE
1911,"c(15.375, 47.425)",TRUE
94,"c(15.29167, 47.425)",TRUE
2037,"c(15.29167, 47.375)",TRUE
1912,"c(15.375, 47.425)",TRUE
95,"c(15.29167, 47.425)",TRUE
64,"c(15.20833, 47.575)",TRUE
542,"c(15.20833, 47.325)",TRUE
2250,"c(15.20833, 47.675)",TRUE
465,"c(15.20833, 47.325)",TRUE
2272,"c(15.21742, 47.68538)",TRUE
2036,"c(15.29167, 47.375)",FALSE
2038,"c(15.29167, 47.375)",TRUE
477,"c(15.29167, 47.975)",TRUE
2035,"c(15.29167, 47.375)",FALSE
2039,"c(15.29167, 47.325)",TRUE
211,"c(15.46892, 46.6265)",FALSE
1820,"c(15.45833, 47.375)",TRUE
1252,"c(15.46892, 46.6265)",TRUE
2195,"c(15.52604, 47.71195)",FALSE
2255,"c(15.53214, 47.72028)",TRUE
2192,"c(15.53511, 47.71016)",TRUE
2193,"c(15.53511, 47.71016)",FALSE
2194,"c(15.52604, 47.71195)",TRUE
2256,"c(15.50693, 47.72003)",TRUE
2198,"c(15.51377, 47.72132)",TRUE
2196,"c(15.52604, 47.71195)",TRUE
2197,"c(15.52216, 47.71936)",TRUE
560,"c(15.45833, 47.775)",TRUE
1827,"c(15.45833, 47.425)",TRUE
1877,"c(15.45833, 47.375)",TRUE
1814,"c(15.45833, 47.425)",TRUE
1986,"c(15.04167, 47.525)",TRUE
1981,"c(15.04167, 47.525)",TRUE
1995,"c(15.04167, 47.525)",TRUE
1988,"c(15.04167, 47.525)",TRUE
1991,"c(15.04167, 47.525)",TRUE
2003,"c(15.04167, 47.525)",TRUE
1967,"c(15.04167, 47.525)",FALSE
1973,"c(15.04167, 47.525)",TRUE
1968,"c(15.04167, 47.525)",TRUE
1983,"c(15.04167, 47.525)",TRUE
1987,"c(15.04167, 47.525)",TRUE
2273,"c(15.0244, 46.89772)",TRUE
1528,"c(14.98639, 47.34984)",FALSE
1708,"c(14.98639, 47.34984)",TRUE
1710,"c(15.01773, 47.25091)",TRUE
1529,"c(15.01773, 47.25091)",FALSE
130,"c(15.04167, 46.675)",TRUE
1989,"c(15.04167, 47.525)",FALSE
1972,"c(15.04167, 47.525)",TRUE
1974,"c(15.04167, 47.525)",TRUE
1971,"c(15.04167, 47.525)",FALSE
2034,"c(15.04167, 48.425)",FALSE
127,"c(15.125, 46.825)",TRUE
19,"c(15.125, 47.775)",TRUE
545,"c(15.125, 47.225)",TRUE
490,"c(15.125, 46.975)",TRUE
546,"c(15.125, 47.225)",TRUE
1982,"c(15.04167, 47.525)",TRUE
1970,"c(15.04167, 47.525)",FALSE
1980,"c(15.04167, 47.525)",FALSE
129,"c(15.04167, 46.675)",TRUE
122,"c(15.04167, 46.725)",TRUE
2033,"c(15.04167, 48.425)",TRUE
1969,"c(15.04167, 47.525)",FALSE
13,"c(15.125, 47.775)",TRUE
1533,"c(15.11763, 46.92927)",FALSE
1712,"c(15.0451, 46.95504)",TRUE
1984,"c(15.04167, 47.525)",TRUE
1531,"c(15.0451, 46.95504)",FALSE
1715,"c(15.11763, 46.92927)",TRUE
2159,"c(15.06101, 47.54335)",TRUE
2271,"c(15.79153, 47.75687)",TRUE
1886,"c(15.79167, 47.575)",TRUE
2358,"c(15.77029, 47.58355)",TRUE
2357,"c(15.77524, 47.57903)",TRUE
2359,"c(15.77147, 47.56433)",TRUE
1901,"c(15.79167, 47.575)",TRUE
1891,"c(15.79167, 47.575)",FALSE
1898,"c(15.79167, 47.575)",TRUE
1889,"c(15.79167, 47.575)",FALSE
1888,"c(15.79167, 47.575)",FALSE
1943,"c(15.625, 47.625)",TRUE
1939,"c(15.625, 47.625)",TRUE
1951,"c(15.625, 47.625)",TRUE
1940,"c(15.625, 47.625)",TRUE
1959,"c(15.625, 47.625)",TRUE
1896,"c(15.95833, 47.525)",FALSE
1894,"c(15.95833, 47.525)",FALSE
2725,"c(15.92607, 48.0587)",TRUE
1903,"c(15.95833, 47.525)",TRUE
1884,"c(15.95833, 47.525)",FALSE
1895,"c(15.95833, 47.525)",TRUE
2714,"c(16.14265, 47.99403)",TRUE
2360,"c(15.80546, 47.57361)",TRUE
2356,"c(15.80178, 47.58003)",TRUE
1892,"c(15.79167, 47.575)",FALSE
1890,"c(15.79167, 47.575)",TRUE
1887,"c(15.79167, 47.575)",FALSE
1900,"c(15.79167, 47.575)",TRUE
1909,"c(15.79167, 47.575)",TRUE
1882,"c(15.875, 47.525)",FALSE
1883,"c(15.875, 47.525)",TRUE
1885,"c(15.875, 47.525)",FALSE
2259,"c(15.55648, 47.72894)",TRUE
1902,"c(15.54167, 47.525)",TRUE
248,"c(15.54167, 47.775)",TRUE
2307,"c(15.54654, 47.34307)",TRUE
1817,"c(15.625, 47.325)",TRUE
1927,"c(15.625, 47.625)",FALSE
1965,"c(15.625, 47.575)",TRUE
1966,"c(15.625, 47.575)",TRUE
1929,"c(15.625, 47.625)",FALSE
1930,"c(15.625, 47.625)",FALSE
1819,"c(15.625, 47.325)",TRUE
1956,"c(15.625, 47.625)",TRUE
1945,"c(15.625, 47.625)",TRUE
1839,"c(15.54167, 47.375)",TRUE
1838,"c(15.54167, 47.375)",TRUE
1824,"c(15.54167, 47.375)",TRUE
2261,"c(15.53579, 47.71728)",TRUE
534,"c(15.54167, 47.225)",TRUE
2257,"c(15.54167, 47.725)",TRUE
1834,"c(15.54167, 47.375)",TRUE
1907,"c(15.54167, 47.475)",TRUE
1899,"c(15.54167, 47.475)",TRUE
1816,"c(15.54167, 47.375)",TRUE
810,"c(15.54167, 47.525)",TRUE
1897,"c(15.54167, 47.475)",TRUE
1881,"c(15.54167, 47.475)",TRUE
1941,"c(15.625, 47.625)",TRUE
1934,"c(15.625, 47.625)",TRUE
1822,"c(15.625, 47.325)",TRUE
1849,"c(15.625, 47.275)",TRUE
1936,"c(15.625, 47.625)",FALSE
1942,"c(15.625, 47.625)",TRUE
1946,"c(15.625, 47.625)",TRUE
1937,"c(15.625, 47.625)",TRUE
1947,"c(15.625, 47.625)",TRUE
1952,"c(15.625, 47.625)",TRUE
1875,"c(15.625, 47.275)",TRUE
1944,"c(15.625, 47.625)",TRUE
1938,"c(15.625, 47.625)",FALSE
1876,"c(15.625, 47.275)",FALSE
1935,"c(15.625, 47.625)",TRUE
1948,"c(15.625, 47.625)",FALSE
1931,"c(15.625, 47.625)",TRUE
529,"c(15.625, 47.275)",TRUE
1812,"c(15.625, 47.325)",TRUE
1950,"c(15.625, 47.575)",TRUE
1964,"c(15.625, 47.625)",TRUE
79,"c(15.625, 47.425)",TRUE
1960,"c(15.625, 47.625)",TRUE
1932,"c(15.625, 47.625)",FALSE
1847,"c(15.625, 47.275)",TRUE
1949,"c(15.625, 47.575)",TRUE
1813,"c(15.625, 47.325)",TRUE
1928,"c(15.625, 47.625)",TRUE
1925,"c(15.625, 47.575)",TRUE
1933,"c(15.625, 47.625)",TRUE
1926,"c(15.625, 47.625)",FALSE
2015,"c(14.375, 47.875)",TRUE
2056,"c(14.375, 47.825)",TRUE
625,"c(14.375, 47.825)",TRUE
2055,"c(14.375, 47.825)",TRUE
1673,"c(14.36955, 47.43058)",TRUE
1674,"c(14.36736, 47.43286)",FALSE
1505,"c(14.36955, 47.43058)",FALSE
622,"c(14.375, 47.825)",TRUE
2011,"c(14.375, 47.775)",TRUE
2058,"c(14.375, 47.825)",TRUE
1678,"c(14.432, 47.01055)",FALSE
2638,"c(14.40356, 47.80112)",TRUE
1508,"c(14.432, 47.01055)",TRUE
1227,"c(14.43368, 46.96177)",TRUE
1677,"c(14.43368, 46.96177)",FALSE
1675,"c(14.40104, 47.18515)",FALSE
2012,"c(14.375, 47.775)",TRUE
2013,"c(14.375, 47.775)",TRUE
2057,"c(14.375, 47.825)",FALSE
1507,"c(14.40104, 47.18515)",TRUE
1506,"c(14.36736, 47.43286)",TRUE
2523,"c(14.34316, 47.84194)",TRUE
623,"c(14.29167, 47.825)",TRUE
626,"c(14.29167, 47.825)",TRUE
1504,"c(14.29278, 47.31086)",TRUE
2630,"c(14.29708, 47.61723)",TRUE
1671,"c(14.29278, 47.31086)",FALSE
2525,"c(14.35135, 47.85282)",TRUE
1518,"c(14.51304, 47.48007)",FALSE
1689,"c(14.51304, 47.48007)",TRUE
1519,"c(14.51679, 47.50579)",FALSE
1690,"c(14.51679, 47.50579)",TRUE
1687,"c(14.50834, 47.15836)",FALSE
1077,"c(14.45833, 47.825)",TRUE
1079,"c(14.45833, 47.825)",TRUE
1679,"c(14.43691, 47.15859)",FALSE
1509,"c(14.43691, 47.15859)",TRUE
1510,"c(14.43858, 47.35679)",TRUE
1680,"c(14.43858, 47.35679)",FALSE
1684,"c(14.47737, 47.40526)",TRUE
1515,"c(14.47737, 47.40526)",FALSE
1685,"c(14.5065, 46.98573)",TRUE
1517,"c(14.50834, 47.15836)",TRUE
1516,"c(14.5065, 46.98573)",FALSE
1514,"c(14.46963, 47.20689)",TRUE
1512,"c(14.46657, 46.9115)",TRUE
1250,"c(14.46383, 46.71296)",TRUE
1682,"c(14.46657, 46.9115)",FALSE
1683,"c(14.46921, 47.0613)",FALSE
1513,"c(14.46921, 47.0613)",TRUE
1496,"c(13.99518, 46.81573)",TRUE
1497,"c(14.03731, 47.08869)",FALSE
1664,"c(14.03731, 47.08869)",TRUE
2208,"c(13.99042, 46.64066)",TRUE
2347,"c(13.97864, 47.4944)",TRUE
2096,"c(13.97748, 48.69467)",TRUE
2225,"c(13.97898, 47.61312)",TRUE
2427,"c(14.04167, 47.775)",TRUE
2097,"c(14.05724, 48.67194)",FALSE
1498,"c(14.10486, 46.93922)",TRUE
2426,"c(14.04167, 47.775)",TRUE
2435,"c(14.04167, 47.775)",TRUE
2438,"c(14.04167, 47.775)",TRUE
2095,"c(13.97748, 48.69467)",TRUE
1491,"c(13.9066, 48.74698)",FALSE
1661,"c(13.9066, 48.74698)",TRUE
1660,"c(13.91208, 48.74538)",FALSE
1493,"c(13.9227, 46.71736)",TRUE
1490,"c(13.91208, 48.74538)",FALSE
2221,"c(13.90359, 47.548)",TRUE
1658,"c(13.89132, 46.83971)",FALSE
1659,"c(13.88867, 46.84145)",FALSE
1488,"c(13.89132, 46.83971)",TRUE
2223,"c(13.8931, 47.5319)",TRUE
2224,"c(13.8931, 47.5319)",TRUE
1662,"c(13.9227, 46.71736)",FALSE
2226,"c(13.94629, 47.6239)",TRUE
